no,company,person,contact_type,contact,contact_class,method,source_url,source_title,context
50,JERICH Austria GmbH,Herbert Friedrich Jerich,email,office@jerich.com,central_exact,M02_OFFICIAL_WEBSITE,https://www.jerich.com/,Global Logistics Company – Jerich International,"ed on these insights, we develop coordinated transport, terminal and warehousing solutions that integrate seamlessly into your supply chain. Through our established network and partnership-driven approach, we provide structured logistics processes that reduce complexity, improve transparency and ensure reliable performance across global markets. Your local contacts Our greatest Achievement Loyal Customers. for 35 years for 7 years for 25 years for 38 years for 21 years for 21 years for 40 years for 17 years for 19 years for 10 years for 21 years for 18 years for 16 years for 17 years View all News & Events Historic Success for the Graz 99ers Jerich Carson was awarded for Best Logistics Service in 2025 Committed to responsibility beyond logistics Page 1 of 10 Links Home Our Locations Sitemap Legal Privacy Statement Legal Notice Accessibility Note Social Media Facebook LinkedIn YouTube Jerich Austria GmbH Feldbacher Strasse 19 A-8200 Gleisdorf +43 3112 / 4000-0 office@jerich.com Accessib"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,phone,+43 3112 / 4000-0,direct_or_office,M02_OFFICIAL_WEBSITE,https://www.jerich.com/,Global Logistics Company – Jerich International,"ed on these insights, we develop coordinated transport, terminal and warehousing solutions that integrate seamlessly into your supply chain. Through our established network and partnership-driven approach, we provide structured logistics processes that reduce complexity, improve transparency and ensure reliable performance across global markets. Your local contacts Our greatest Achievement Loyal Customers. for 35 years for 7 years for 25 years for 38 years for 21 years for 21 years for 40 years for 17 years for 19 years for 10 years for 21 years for 18 years for 16 years for 17 years View all News & Events Historic Success for the Graz 99ers Jerich Carson was awarded for Best Logistics Service in 2025 Committed to responsibility beyond logistics Page 1 of 10 Links Home Our Locations Sitemap Legal Privacy Statement Legal Notice Accessibility Note Social Media Facebook LinkedIn YouTube Jerich Austria GmbH Feldbacher Strasse 19 A-8200 Gleisdorf +43 3112 / 4000-0 office@jerich.com Accessib"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,email,office@jerich.com,central_exact,M03_OFFICIAL_CONTACT,https://www.jerich.com/contact,Contact – Jerich International,"Contact – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area We are here for you. Contact us Let’s Move Forward Together. Jerich International is a global logistics leader, delivering tailored, end-to-end solutions across road, rail, ocean, and intermodal transport. With over 50 years of experience and strategically located hubs worldwide, we combine innovation, reliability, and operational excellence to move businesses forward. Wherever your supply chain goes — we ma"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,phone,+43 3112/4000-0,direct_or_office,M03_OFFICIAL_CONTACT,https://www.jerich.com/contact,Contact – Jerich International,"Contact – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area We are here for you. Contact us Let’s Move Forward Together. Jerich International is a global logistics leader, delivering tailored, end-to-end solutions across road, rail, ocean, and intermodal transport. With over 50 years of experience and strategically located hubs worldwide, we combine innovation, reliability, and operational excellence to move businesses forward. Wherever your supply chain goes — we ma"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,email,office@jerich.com,central_exact,M10_PRESS_NEWS,https://www.jerich.com/expansion-news-in-belgium,Expansion News in Belgium – Jerich International,Expansion News in Belgium – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area Expansion News in Belgium! Starting with November Jerich Belgium expanded its X-Docking operations! An additional 10.000m2 will be added to our current footprint. This allows us to store 30.000 tons under one roof. Jindal Films is the newest part of our customer-base. The 2 year contract includes full operational services for 200.000 units per year. See what's new Page 1 of 14 Links Home Ou
50,JERICH Austria GmbH,Herbert Friedrich Jerich,phone,+43 3112 / 4000-0,direct_or_office,M10_PRESS_NEWS,https://www.jerich.com/expansion-news-in-belgium,Expansion News in Belgium – Jerich International,Expansion News in Belgium – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area Expansion News in Belgium! Starting with November Jerich Belgium expanded its X-Docking operations! An additional 10.000m2 will be added to our current footprint. This allows us to store 30.000 tons under one roof. Jindal Films is the newest part of our customer-base. The 2 year contract includes full operational services for 200.000 units per year. See what's new Page 1 of 14 Links Home Ou
50,JERICH Austria GmbH,Herbert Friedrich Jerich,email,office@jerich.com,central_exact,M10_PRESS_NEWS,https://www.jerich.com/expansion-news-in-france,Expansion News in France – Jerich International,"Expansion News in France – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area Expansion News in France On December 1st 2020, the Jerich Group will take over a new 4.000 sqm warehouse in Lyon, Saint-Quentin-Fallavier. In the largest logistics center in southern Europe this distribution hub in our network will be used to optimize the supply chain for the MENA region. Our team in Lyon looks forward to provide the most sophisticated service for our customers. See what's n"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,phone,+43 3112 / 4000-0,direct_or_office,M10_PRESS_NEWS,https://www.jerich.com/expansion-news-in-france,Expansion News in France – Jerich International,"Expansion News in France – Jerich International Skip to content Skip to navigation Skip to footer High Contrast Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Submenu Services Services Our Holistic Concept Road Logistics Terminal Logistics Rail Logistics Ocean Logistics Jerich Industries Submenu Company Company Our Company Our Business Our History Join Our Team News & Press Corner Locations Contact Join us en de Content Area Expansion News in France On December 1st 2020, the Jerich Group will take over a new 4.000 sqm warehouse in Lyon, Saint-Quentin-Fallavier. In the largest logistics center in southern Europe this distribution hub in our network will be used to optimize the supply chain for the MENA region. Our team in Lyon looks forward to provide the most sophisticated service for our customers. See what's n"
50,JERICH Austria GmbH,Herbert Friedrich Jerich,email,office@jerich.com,central_exact,M05_TEAM_MANAGEMENT,https://www.jerich.com/join-our-team,Join our Team – Jerich International,"gard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Empower Your Journey. Unlock your Potential and shape a Future full of Opportunities. Current Opportunities. Truck driver domestic Apply now Locksmith (helper) Apply now Unsolicited Application Apply now More about Jerich International: Our Company Our Business Our History News & Press Corner Links Home Our Locations Sitemap Legal Privacy Statement Legal Notice Accessibility Note Social Media Facebook LinkedIn YouTube Jerich Austria GmbH Feldbacher Strasse 19 A-8200 Gleisdorf +43 3112 / 4000-0 office@jerich.com Accessible Website by Smarda Webdesign: INTOUCH "
50,JERICH Austria GmbH,Herbert Friedrich Jerich,phone,+43 3112 / 4000-0,direct_or_office,M05_TEAM_MANAGEMENT,https://www.jerich.com/join-our-team,Join our Team – Jerich International,"gard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Empower Your Journey. Unlock your Potential and shape a Future full of Opportunities. Current Opportunities. Truck driver domestic Apply now Locksmith (helper) Apply now Unsolicited Application Apply now More about Jerich International: Our Company Our Business Our History News & Press Corner Links Home Our Locations Sitemap Legal Privacy Statement Legal Notice Accessibility Note Social Media Facebook LinkedIn YouTube Jerich Austria GmbH Feldbacher Strasse 19 A-8200 Gleisdorf +43 3112 / 4000-0 office@jerich.com Accessible Website by Smarda Webdesign: INTOUCH "
